No,Tanggal,Waktu (UTC),Lintang,Bujur,Kedalaman,Magnitude,Keterangan,Dirasakan
580,2026-03-18,15:11:20,-7.83,117.4683,10.0,2.39,73 km Utara Kab. Sumbawa-NTB,
582,2026-03-18,17:29:51,-9.66,117.9759,29.4,2.43,126 km Selatan Kab. Bima-NTB,
584,2026-03-18,17:57:14,-8.15,117.7874,17.3,2.05,55 km TimurLaut Kab. Sumbawa-NTB,
585,2026-03-18,18:00:42,-8.13,117.7319,10.0,1.97,53 km TimurLaut Kab. Sumbawa-NTB,
586,2026-03-18,18:04:12,-8.1,117.6383,10.0,2.01,50 km TimurLaut Kab. Sumbawa-NTB,
587,2026-03-18,18:59:22,-8.27,117.9475,50.5,1.9,59 km BaratLaut Kab. Bima-NTB,
588,2026-03-18,18:59:22,-8.27,117.9475,50.5,1.9,59 km BaratLaut Kab. Bima-NTB,
589,2026-03-18,19:10:00,-8.23,117.8525,17.2,2.01,56 km TimurLaut Kab. Sumbawa-NTB,
590,2026-03-18,19:12:27,-8.11,117.5008,10.0,1.57,43 km Utara Kab. Sumbawa-NTB,
593,2026-03-18,20:33:10,-9.48,117.3526,25.1,2.5,100 km Tenggara Kab. Sumbawa Barat-NTB,
596,2026-03-18,21:29:00,-7.86,117.4182,11.1,2.32,70 km Utara Kab. Sumbawa-NTB,
597,2026-03-18,21:35:13,-8.39,117.5623,10.0,2.14,19 km TimurLaut Kab. Sumbawa-NTB,
598,2026-03-19,00:50:24,-8.54,116.0829,11.5,1.88,7 km Utara Kota Mataram-NTB,
599,2026-03-19,00:59:17,-8.22,114.7898,15.2,1.75,23 km TimurLaut Kab. Jembrana-Bali,
600,2026-03-19,01:04:46,-8.14,117.6559,15.5,2.05,47 km TimurLaut Kab. Sumbawa-NTB,
601,2026-03-19,03:52:04,-8.39,116.0079,12.9,3.24,25 km BaratLaut Kota Mataram-NTB,
602,2026-03-19,04:00:24,-9.6,117.111,10.0,2.13,99 km Selatan Kab. Sumbawa Barat-NTB,
603,2026-03-19,04:20:38,-8.82,117.7094,10.0,3.02,48 km Tenggara Kab. Sumbawa-NTB,
604,2026-03-19,04:40:10,-8.77,117.6937,10.0,2.38,43 km Tenggara Kab. Sumbawa-NTB,
606,2026-03-19,06:07:51,-8.91,116.8735,10.0,2.11,18 km Selatan Kab. Sumbawa Barat-NTB,
607,2026-03-19,07:15:54,-8.78,117.6841,10.7,1.58,43 km Tenggara Kab. Sumbawa-NTB,
609,2026-03-19,08:47:29,-8.92,116.8739,10.0,2.41,19 km Selatan Kab. Sumbawa Barat-NTB,
610,2026-03-19,08:51:34,-8.18,117.7189,17.0,2.17,48 km TimurLaut Kab. Sumbawa-NTB,
611,2026-03-19,10:14:19,-8.48,117.2459,10.2,2.11,19 km Barat Kab. Sumbawa-NTB,
613,2026-03-19,12:22:16,-8.25,117.7028,13.8,2.25,41 km TimurLaut Kab. Sumbawa-NTB,
614,2026-03-19,12:42:09,-8.79,117.7036,10.0,2.6,45 km Tenggara Kab. Sumbawa-NTB,
616,2026-03-19,14:00:00,-8.11,117.7303,27.1,2.0,54 km TimurLaut Kab. Sumbawa-NTB,
617,2026-03-19,14:34:19,-8.78,117.6905,10.0,1.8,44 km Tenggara Kab. Sumbawa-NTB,
618,2026-03-19,14:57:14,-8.29,117.9599,10.0,1.79,57 km BaratLaut Kab. Bima-NTB,
619,2026-03-19,15:55:34,-8.65,116.5136,37.2,2.05,1 km Barat Kab. Lombok Timur-NTB,
620,2026-03-19,15:58:03,-8.17,117.6923,10.0,1.8,47 km TimurLaut Kab. Sumbawa-NTB,
621,2026-03-19,16:28:10,-8.14,117.8009,18.2,2.08,57 km TimurLaut Kab. Sumbawa-NTB,
623,2026-03-19,17:42:16,-8.19,117.7081,20.4,2.02,46 km TimurLaut Kab. Sumbawa-NTB,
624,2026-03-19,17:43:36,-8.4,116.9164,13.4,1.83,41 km Utara Kab. Sumbawa Barat-NTB,
625,2026-03-19,18:19:06,-8.11,117.7712,15.7,1.9,57 km TimurLaut Kab. Sumbawa-NTB,
626,2026-03-19,18:40:35,-7.94,116.4271,25.7,1.95,50 km TimurLaut Kab. Lombok Utara-NTB,
627,2026-03-19,18:50:02,-8.11,117.8081,12.2,1.92,60 km TimurLaut Kab. Sumbawa-NTB,
628,2026-03-19,18:52:12,-9.57,118.1008,17.2,2.0,112 km Selatan Kab. Bima-NTB,
631,2026-03-19,19:56:33,-8.32,117.6679,10.0,1.67,33 km TimurLaut Kab. Sumbawa-NTB,
632,2026-03-19,20:02:54,-8.0,118.4041,10.0,1.91,60 km Utara Kab. Dompu-NTB,
633,2026-03-19,20:06:48,-9.18,116.7521,57.8,2.17,48 km Selatan Kab. Sumbawa Barat-NTB,
634,2026-03-19,23:01:01,-7.82,118.6323,36.3,3.13,72 km Utara Kota Bima-NTB,
635,2026-03-19,23:01:01,-7.84,118.6449,33.1,3.13,69 km Utara Kota Bima-NTB,
636,2026-03-19,23:13:09,-8.38,116.5627,10.5,2.25,30 km Utara Kab. Lombok Timur-NTB,
637,2026-03-20,00:10:20,-8.17,117.6517,11.1,1.93,44 km TimurLaut Kab. Sumbawa-NTB,
638,2026-03-20,00:35:58,-8.37,116.5667,17.4,2.06,32 km Utara Kab. Lombok Timur-NTB,
639,2026-03-20,01:35:00,-7.7,115.5089,17.9,2.5,65 km TimurLaut Kab. Buleleng-Bali,
642,2026-03-20,02:31:49,-9.65,118.3989,32.7,2.49,97 km Barat Kab. Sumba Barat Daya-NTT,
643,2026-03-20,03:01:13,-8.21,114.8012,13.8,2.14,25 km TimurLaut Kab. Jembrana-Bali,
644,2026-03-20,03:21:07,-10.89,117.6397,10.0,2.89,234 km BaratDaya Kab. Sumba Barat-NTT,
647,2026-03-20,04:46:48,-9.64,115.1624,29.9,2.58,107 km Selatan Kota Denpasar-Bali,
648,2026-03-20,05:20:13,-8.18,117.7239,16.7,2.36,48 km TimurLaut Kab. Sumbawa-NTB,
649,2026-03-20,05:41:39,-8.19,117.7172,18.4,2.43,47 km TimurLaut Kab. Sumbawa-NTB,
650,2026-03-20,06:00:03,-8.36,117.5393,15.2,1.87,20 km TimurLaut Kab. Sumbawa-NTB,
651,2026-03-20,06:07:23,-8.14,117.7533,10.0,2.08,54 km TimurLaut Kab. Sumbawa-NTB,
654,2026-03-20,08:34:48,-9.62,117.4565,10.7,2.24,119 km Tenggara Kab. Sumbawa Barat-NTB,
655,2026-03-20,08:37:56,-8.71,117.9838,10.0,2.5,45 km Barat Kab. Bima-NTB,
656,2026-03-20,10:21:42,-8.13,119.1972,10.0,2.0,63 km TimurLaut Kota Bima-NTB,
657,2026-03-20,10:57:07,-8.21,117.8326,10.0,1.87,55 km TimurLaut Kab. Sumbawa-NTB,
658,2026-03-20,10:59:42,-8.05,119.2018,12.3,2.48,69 km TimurLaut Kota Bima-NTB,
659,2026-03-20,11:02:45,-8.24,117.9273,34.3,2.01,62 km TimurLaut Kab. Sumbawa-NTB,
660,2026-03-20,12:04:51,-8.09,117.6502,10.0,1.76,51 km TimurLaut Kab. Sumbawa-NTB,
661,2026-03-20,12:59:39,-8.1,119.05,54.9,1.74,53 km TimurLaut Kota Bima-NTB,
662,2026-03-20,13:43:55,-8.2,114.8168,10.0,1.38,27 km TimurLaut Kab. Jembrana-Bali,
663,2026-03-20,16:37:11,-8.13,117.6949,10.8,1.86,50 km TimurLaut Kab. Sumbawa-NTB,
665,2026-03-20,17:38:27,-8.09,117.7456,10.0,1.7,57 km TimurLaut Kab. Sumbawa-NTB,
666,2026-03-20,17:38:27,-8.09,117.7456,10.0,1.7,57 km TimurLaut Kab. Sumbawa-NTB,
667,2026-03-20,17:56:16,-8.28,116.0638,10.0,1.84,22 km Barat Kab. Lombok Utara-NTB,
668,2026-03-20,18:02:20,-8.22,117.7486,22.4,2.02,47 km TimurLaut Kab. Sumbawa-NTB,
669,2026-03-20,18:10:51,-8.22,117.712,27.3,1.76,44 km TimurLaut Kab. Sumbawa-NTB,
671,2026-03-20,18:37:36,-9.56,117.8997,20.7,2.08,119 km BaratDaya Kab. Bima-NTB,
672,2026-03-20,22:33:40,-8.05,117.6732,23.3,2.0,56 km TimurLaut Kab. Sumbawa-NTB,
674,2026-03-21,00:04:58,-8.18,117.7515,28.1,1.45,50 km TimurLaut Kab. Sumbawa-NTB,
675,2026-03-21,00:30:09,-8.4,117.7497,36.0,1.54,38 km Timur Kab. Sumbawa-NTB,
676,2026-03-21,03:14:09,-8.66,115.3297,18.9,2.03,13 km Timur Kota Denpasar-Bali,
677,2026-03-21,03:15:58,-8.19,117.738,16.3,2.13,48 km TimurLaut Kab. Sumbawa-NTB,
678,2026-03-21,04:12:34,-8.14,117.7915,20.5,2.31,56 km TimurLaut Kab. Sumbawa-NTB,
679,2026-03-21,04:37:59,-8.16,117.7192,15.2,2.62,49 km TimurLaut Kab. Sumbawa-NTB,
680,2026-03-21,04:44:40,-9.45,117.8979,30.1,2.33,108 km BaratDaya Kab. Bima-NTB,
681,2026-03-21,04:57:01,-8.86,118.1821,13.2,2.46,36 km BaratDaya Kab. Bima-NTB,
682,2026-03-21,05:56:35,-7.93,117.6905,10.1,1.81,69 km TimurLaut Kab. Sumbawa-NTB,
683,2026-03-21,06:39:49,-8.08,117.8155,10.0,1.57,63 km TimurLaut Kab. Sumbawa-NTB,
684,2026-03-21,07:14:44,-8.02,119.2021,10.6,2.46,71 km TimurLaut Kota Bima-NTB,
685,2026-03-21,10:32:55,-8.18,117.7464,28.4,1.87,50 km TimurLaut Kab. Sumbawa-NTB,
686,2026-03-21,10:41:14,-7.79,118.9878,30.4,2.3,80 km Utara Kota Bima-NTB,
687,2026-03-21,11:20:38,-9.57,118.372,58.0,2.52,98 km Barat Kab. Sumba Barat Daya-NTT,
688,2026-03-21,11:31:04,-8.14,117.7915,16.0,1.93,56 km TimurLaut Kab. Sumbawa-NTB,
689,2026-03-21,12:13:27,-8.33,118.2732,10.0,1.72,31 km BaratLaut Kab. Dompu-NTB,
690,2026-03-21,12:27:20,-8.09,117.7873,11.3,2.31,60 km TimurLaut Kab. Sumbawa-NTB,
692,2026-03-21,13:24:10,-8.7,117.9794,10.0,1.65,45 km Barat Kab. Bima-NTB,
695,2026-03-21,15:18:32,-7.67,118.8583,23.7,2.1,89 km Utara Kota Bima-NTB,
696,2026-03-21,15:46:37,-8.02,117.7853,20.7,1.96,66 km TimurLaut Kab. Sumbawa-NTB,
697,2026-03-21,16:23:40,-8.11,117.8082,10.0,1.69,60 km TimurLaut Kab. Sumbawa-NTB,
698,2026-03-21,16:37:44,-7.58,115.9484,10.0,2.16,92 km Utara Kab. Lombok Utara-NTB,
699,2026-03-21,16:48:57,-8.07,119.19,14.3,2.33,67 km TimurLaut Kota Bima-NTB,
700,2026-03-21,17:12:09,-8.01,117.7297,10.0,1.65,63 km TimurLaut Kab. Sumbawa-NTB,
702,2026-03-21,17:36:39,-9.07,116.9111,12.8,1.71,36 km Selatan Kab. Sumbawa Barat-NTB,
705,2026-03-21,17:57:36,-10.88,116.6863,10.0,2.82,236 km Selatan Kab. Sumbawa Barat-NTB,
706,2026-03-21,19:03:51,-8.1,117.7355,22.0,2.06,56 km TimurLaut Kab. Sumbawa-NTB,
707,2026-03-21,21:15:47,-10.46,117.5176,10.0,2.62,204 km Selatan Kab. Sumbawa Barat-NTB,
708,2026-03-21,21:21:14,-11.12,117.9956,10.0,3.59,223 km BaratDaya Kab. Sumba Barat-NTT,
709,2026-03-21,21:26:51,-8.72,115.8415,30.9,2.07,32 km BaratDaya Kota Mataram-NTB,
710,2026-03-21,23:52:41,-8.25,117.5773,10.0,1.75,32 km TimurLaut Kab. Sumbawa-NTB,
711,2026-03-22,00:42:18,-8.13,117.7468,28.1,1.8,54 km TimurLaut Kab. Sumbawa-NTB,
712,2026-03-22,00:56:10,-8.94,119.2666,23.7,2.32,52 km Utara Kab. Sumba Barat Daya-NTT,
713,2026-03-22,00:58:11,-8.89,119.2655,2.2,1.98,57 km Utara Kab. Sumba Barat Daya-NTT,
714,2026-03-22,01:14:42,-11.21,118.9486,18.3,3.15,182 km Selatan Kab. Sumba Tengah-NTT,
715,2026-03-22,01:59:10,-8.18,117.7194,22.6,1.93,48 km TimurLaut Kab. Sumbawa-NTB,
716,2026-03-22,03:28:17,-8.23,117.7593,26.3,1.81,47 km TimurLaut Kab. Sumbawa-NTB,
717,2026-03-22,05:28:55,-8.44,116.5784,23.2,2.04,24 km Utara Kab. Lombok Timur-NTB,
718,2026-03-22,05:43:20,-8.68,117.9536,7.2,1.64,48 km Barat Kab. Bima-NTB,
719,2026-03-22,05:45:03,-8.7,117.9645,8.1,1.89,47 km Barat Kab. Bima-NTB,
720,2026-03-22,06:25:17,-10.88,117.2668,10.0,3.15,240 km Selatan Kab. Sumbawa Barat-NTB,
721,2026-03-22,06:31:14,-9.7,117.4659,10.0,2.1,127 km Tenggara Kab. Sumbawa Barat-NTB,
722,2026-03-22,06:59:46,-8.21,117.6726,26.5,1.74,42 km TimurLaut Kab. Sumbawa-NTB,
723,2026-03-22,08:14:47,-10.84,118.304,10.0,3.14,178 km BaratDaya Kab. Sumba Barat-NTT,
724,2026-03-22,08:23:50,-10.84,117.1006,10.0,3.13,233 km Selatan Kab. Sumbawa Barat-NTB,
725,2026-03-22,10:09:15,-8.89,116.8528,10.0,2.14,16 km Selatan Kab. Sumbawa Barat-NTB,
726,2026-03-22,10:33:19,-9.33,115.2058,57.6,2.64,73 km Selatan Kota Denpasar-Bali,
727,2026-03-22,10:41:59,-8.2,117.7492,12.7,1.87,49 km TimurLaut Kab. Sumbawa-NTB,
729,2026-03-22,11:33:29,-8.3,116.4563,19.6,1.57,24 km Timur Kab. Lombok Utara-NTB,
730,2026-03-22,12:01:50,-8.2,117.699,10.0,2.1,45 km TimurLaut Kab. Sumbawa-NTB,
732,2026-03-22,12:59:08,-8.23,117.8364,10.0,2.68,54 km TimurLaut Kab. Sumbawa-NTB,
734,2026-03-22,14:10:23,-8.22,117.663,11.2,2.03,40 km TimurLaut Kab. Sumbawa-NTB,
735,2026-03-22,15:59:10,-8.14,117.8049,12.1,2.35,58 km TimurLaut Kab. Sumbawa-NTB,
736,2026-03-22,16:13:58,-7.9,117.5331,18.9,2.36,67 km Utara Kab. Sumbawa-NTB,
737,2026-03-22,16:45:32,-8.03,117.6163,10.0,2.49,56 km TimurLaut Kab. Sumbawa-NTB,
738,2026-03-22,17:27:33,-8.28,118.2749,10.0,1.76,35 km BaratLaut Kab. Dompu-NTB,
739,2026-03-22,17:35:20,-8.13,117.7213,10.0,1.93,52 km TimurLaut Kab. Sumbawa-NTB,
740,2026-03-22,17:48:59,-8.25,117.8397,10.0,2.21,53 km TimurLaut Kab. Sumbawa-NTB,
741,2026-03-22,17:51:32,-8.14,117.8188,17.5,1.93,59 km TimurLaut Kab. Sumbawa-NTB,
742,2026-03-22,18:04:44,-8.29,119.1829,10.5,1.94,54 km Timur Kota Bima-NTB,
744,2026-03-22,20:37:45,-8.22,116.4335,20.0,1.75,25 km TimurLaut Kab. Lombok Utara-NTB,
745,2026-03-22,20:42:45,-8.17,115.4288,13.6,1.94,32 km Utara Kab. Bangli-Bali,
746,2026-03-22,22:56:38,-8.0,117.5471,10.0,2.06,56 km Utara Kab. Sumbawa-NTB,
747,2026-03-22,23:02:18,-8.21,117.7492,16.1,2.1,48 km TimurLaut Kab. Sumbawa-NTB,
749,2026-03-22,23:47:17,-7.75,118.8152,28.3,2.42,79 km Utara Kota Bima-NTB,
750,2026-03-23,00:31:11,-7.53,117.397,13.8,2.47,106 km Utara Kab. Sumbawa-NTB,
751,2026-03-23,01:30:19,-8.26,117.7521,24.8,2.25,45 km TimurLaut Kab. Sumbawa-NTB,
752,2026-03-23,02:37:11,-8.13,117.7985,10.0,2.19,58 km TimurLaut Kab. Sumbawa-NTB,
753,2026-03-23,02:50:58,-8.92,116.863,10.0,2.02,19 km Selatan Kab. Sumbawa Barat-NTB,
754,2026-03-23,03:33:52,-8.26,117.7979,29.3,2.45,49 km TimurLaut Kab. Sumbawa-NTB,
755,2026-03-23,04:19:44,-8.48,115.6692,11.2,2.79,7 km Tenggara Kab. Karangasem-Bali,dirasakan di wilayah Karangasem II - III MMI
756,2026-03-23,04:43:58,-8.17,114.7897,16.7,1.41,27 km TimurLaut Kab. Jembrana-Bali,
757,2026-03-23,08:26:37,-7.98,117.8736,20.8,2.5,76 km TimurLaut Kab. Sumbawa-NTB,
758,2026-03-23,11:59:17,-8.24,114.8014,15.0,2.05,23 km TimurLaut Kab. Jembrana-Bali,
762,2026-03-23,14:33:29,-8.04,117.7968,36.3,2.29,65 km TimurLaut Kab. Sumbawa-NTB,
763,2026-03-23,14:37:02,-8.25,118.689,10.0,2.04,24 km Utara Kota Bima-NTB,
764,2026-03-23,15:50:06,-9.42,117.3796,28.1,2.42,96 km Tenggara Kab. Sumbawa Barat-NTB,
765,2026-03-23,16:21:29,-8.2,117.7122,16.1,2.04,46 km TimurLaut Kab. Sumbawa-NTB,
766,2026-03-23,16:32:10,-8.05,115.2718,25.0,2.02,21 km Timur Kab. Buleleng-Bali,
767,2026-03-23,17:24:47,-8.33,116.9656,13.5,2.4,50 km Utara Kab. Sumbawa Barat-NTB,
769,2026-03-23,18:17:35,-8.17,117.8114,20.1,2.28,56 km TimurLaut Kab. Sumbawa-NTB,
771,2026-03-23,18:28:03,-8.31,114.949,20.0,1.18,27 km BaratDaya Kab. Buleleng-Bali,
772,2026-03-23,18:28:50,-8.87,118.0324,9.3,1.85,49 km BaratDaya Kab. Bima-NTB,
773,2026-03-23,19:13:16,-9.48,118.0392,36.5,2.53,105 km Selatan Kab. Bima-NTB,
776,2026-03-23,20:46:11,-8.23,114.792,18.7,1.54,23 km TimurLaut Kab. Jembrana-Bali,
777,2026-03-23,20:53:00,-9.22,118.1396,55.1,2.42,74 km Selatan Kab. Bima-NTB,
780,2026-03-23,21:35:55,-8.2,117.7323,10.0,2.08,47 km TimurLaut Kab. Sumbawa-NTB,
781,2026-03-23,22:12:25,-8.51,116.1351,36.5,2.04,10 km Utara Kota Mataram-NTB,
782,2026-03-24,02:42:31,-8.54,114.8432,10.0,0.91,31 km Barat Kab. Tabanan-Bali,
785,2026-03-24,04:17:03,-8.85,116.7333,10.0,1.71,14 km BaratDaya Kab. Sumbawa Barat-NTB,
786,2026-03-24,04:57:30,-8.69,117.957,10.4,3.07,47 km Barat Kab. Bima-NTB,
787,2026-03-24,06:26:45,-8.14,117.8125,10.0,2.42,58 km TimurLaut Kab. Sumbawa-NTB,
788,2026-03-24,07:19:52,-9.59,116.3805,20.0,2.64,99 km Selatan Kab. Lombok Tengah-NTB,
789,2026-03-24,07:56:20,-8.9,116.8704,10.0,2.38,17 km Selatan Kab. Sumbawa Barat-NTB,
791,2026-03-24,10:39:15,-8.14,116.4418,11.0,2.12,32 km TimurLaut Kab. Lombok Utara-NTB,
793,2026-03-24,11:27:20,-8.11,117.8075,10.0,2.06,60 km TimurLaut Kab. Sumbawa-NTB,
794,2026-03-24,12:04:42,-8.48,117.3864,10.0,2.38,4 km Barat Kab. Sumbawa-NTB,
795,2026-03-24,12:08:04,-7.77,118.596,12.1,2.23,78 km Utara Kota Bima-NTB,
796,2026-03-24,12:47:12,-8.8,118.8661,10.0,2.68,41 km Selatan Kota Bima-NTB,
797,2026-03-24,13:34:14,-11.41,118.0086,10.0,3.44,248 km BaratDaya Kab. Sumba Barat-NTT,
799,2026-03-24,15:07:41,-8.19,117.756,13.8,1.92,50 km TimurLaut Kab. Sumbawa-NTB,
801,2026-03-24,15:53:24,-7.79,118.6004,10.0,1.88,75 km Utara Kota Bima-NTB,
802,2026-03-24,16:01:08,-8.43,116.7973,20.9,2.23,36 km Utara Kab. Sumbawa Barat-NTB,
803,2026-03-24,16:11:54,-8.29,117.7697,57.0,1.78,45 km TimurLaut Kab. Sumbawa-NTB,
804,2026-03-24,16:48:18,-9.18,117.4545,18.0,1.89,76 km Selatan Kab. Sumbawa-NTB,
805,2026-03-24,17:14:17,-8.23,117.7458,19.8,2.0,46 km TimurLaut Kab. Sumbawa-NTB,
806,2026-03-24,17:20:55,-8.71,117.9787,10.0,1.74,46 km Barat Kab. Bima-NTB,
807,2026-03-24,17:23:02,-9.61,117.501,29.6,2.46,121 km Tenggara Kab. Sumbawa Barat-NTB,
810,2026-03-24,17:46:48,-8.21,117.6979,13.5,2.29,44 km TimurLaut Kab. Sumbawa-NTB,
811,2026-03-24,18:38:22,-8.25,117.6923,10.0,1.8,40 km TimurLaut Kab. Sumbawa-NTB,
812,2026-03-24,19:09:50,-7.92,117.5871,10.1,2.43,66 km Utara Kab. Sumbawa-NTB,
813,2026-03-24,19:10:43,-9.52,117.1364,29.8,2.3,92 km Selatan Kab. Sumbawa Barat-NTB,
815,2026-03-24,20:49:49,-8.19,117.7104,10.0,1.93,46 km TimurLaut Kab. Sumbawa-NTB,
816,2026-03-24,20:59:50,-11.13,117.7722,10.0,3.12,241 km BaratDaya Kab. Sumba Barat-NTT,
817,2026-03-24,21:03:00,-8.17,117.626,10.0,1.91,42 km TimurLaut Kab. Sumbawa-NTB,
818,2026-03-24,21:13:23,-7.96,117.5891,10.3,2.29,62 km Utara Kab. Sumbawa-NTB,
819,2026-03-24,21:44:28,-8.13,117.6698,10.0,2.0,49 km TimurLaut Kab. Sumbawa-NTB,
820,2026-03-24,23:39:07,-9.76,117.8621,28.6,2.29,141 km BaratDaya Kab. Bima-NTB,
821,2026-03-24,23:39:17,-8.24,117.7892,10.0,2.19,49 km TimurLaut Kab. Sumbawa-NTB,
822,2026-03-24,23:59:07,-8.77,117.2212,10.0,2.06,38 km BaratDaya Kab. Sumbawa-NTB,
823,2026-03-25,01:03:33,-10.22,118.7332,10.0,2.92,95 km BaratDaya Kab. Sumba Barat-NTT,
824,2026-03-25,03:47:35,-8.2,117.6722,10.0,2.41,43 km TimurLaut Kab. Sumbawa-NTB,
825,2026-03-25,04:46:29,-7.76,118.9327,32.5,3.0,81 km Utara Kota Bima-NTB,
826,2026-03-25,08:09:45,-8.21,114.8056,14.8,1.52,25 km TimurLaut Kab. Jembrana-Bali,
827,2026-03-25,10:49:16,-8.15,117.7086,10.0,1.97,49 km TimurLaut Kab. Sumbawa-NTB,
828,2026-03-25,11:07:51,-9.44,117.4354,52.8,2.36,102 km Tenggara Kab. Sumbawa Barat-NTB,
829,2026-03-25,12:03:28,-11.12,117.945,16.8,3.29,227 km BaratDaya Kab. Sumba Barat-NTT,
830,2026-03-25,13:10:49,-8.08,118.7928,18.8,1.8,43 km Utara Kota Bima-NTB,
831,2026-03-25,13:14:52,-7.92,118.9977,28.9,2.52,67 km TimurLaut Kota Bima-NTB,
832,2026-03-25,13:16:06,-8.6,117.7195,9.0,1.69,35 km Timur Kab. Sumbawa-NTB,
833,2026-03-25,13:49:22,-8.11,117.8117,29.7,2.41,60 km TimurLaut Kab. Sumbawa-NTB,
834,2026-03-25,13:50:59,-8.68,117.3926,9.0,1.84,21 km Selatan Kab. Sumbawa-NTB,
835,2026-03-25,13:54:09,-8.55,118.5272,9.0,1.76,7 km Timur Kab. Dompu-NTB,
836,2026-03-25,14:40:05,-7.83,118.2153,29.0,2.44,83 km Utara Kab. Dompu-NTB,
837,2026-03-25,18:05:03,-7.83,117.3288,9.0,2.94,74 km Utara Kab. Sumbawa-NTB,
838,2026-03-25,18:33:38,-8.69,117.9575,11.6,2.08,47 km Barat Kab. Bima-NTB,
839,2026-03-25,19:09:18,-8.29,114.7732,16.0,1.53,17 km TimurLaut Kab. Jembrana-Bali,
840,2026-03-25,19:20:24,-9.71,118.4332,27.4,2.41,96 km Barat Kab. Sumba Barat Daya-NTT,
841,2026-03-25,19:21:51,-7.74,118.715,24.9,2.45,80 km Utara Kota Bima-NTB,
842,2026-03-25,19:22:29,-8.16,117.8034,9.0,2.2,56 km TimurLaut Kab. Sumbawa-NTB,
844,2026-03-25,19:47:13,-8.49,117.0535,10.9,2.17,39 km TimurLaut Kab. Sumbawa Barat-NTB,
845,2026-03-25,19:52:44,-8.21,117.7194,19.9,2.05,45 km TimurLaut Kab. Sumbawa-NTB,
846,2026-03-25,20:15:11,-7.98,117.7759,17.3,2.31,69 km TimurLaut Kab. Sumbawa-NTB,
847,2026-03-25,20:22:10,-11.11,117.9081,59.6,3.11,229 km BaratDaya Kab. Sumba Barat-NTT,
848,2026-03-25,21:04:54,-7.96,117.2295,10.0,2.31,62 km Utara Kab. Sumbawa-NTB,
849,2026-03-25,23:47:50,-8.02,117.6662,20.9,2.53,59 km TimurLaut Kab. Sumbawa-NTB,
850,2026-03-26,00:20:00,-8.46,117.1821,18.6,2.21,26 km Barat Kab. Sumbawa-NTB,
851,2026-03-26,00:41:31,-8.2,114.7958,10.0,1.39,25 km TimurLaut Kab. Jembrana-Bali,
852,2026-03-26,01:07:13,-8.21,114.7927,10.6,1.21,24 km TimurLaut Kab. Jembrana-Bali,
853,2026-03-26,02:56:59,-8.25,117.6932,16.6,2.28,40 km TimurLaut Kab. Sumbawa-NTB,
854,2026-03-26,04:20:17,-8.26,114.8131,10.0,2.98,23 km TimurLaut Kab. Jembrana-Bali,
855,2026-03-26,04:29:24,-8.17,114.816,17.3,1.29,29 km TimurLaut Kab. Jembrana-Bali,
856,2026-03-26,04:38:35,-8.9,116.8774,10.6,2.41,17 km Selatan Kab. Sumbawa Barat-NTB,
857,2026-03-26,05:15:18,-9.43,115.8293,37.0,2.86,90 km Selatan Kab. Lombok Barat-NTB,
858,2026-03-26,07:14:47,-8.45,115.6871,10.5,3.04,8 km Timur Kab. Karangasem-Bali,dirasakan di wilayah Karangasem II MMI
859,2026-03-26,07:25:11,-7.86,117.8886,21.1,2.78,87 km TimurLaut Kab. Sumbawa-NTB,
860,2026-03-26,07:30:58,-8.71,117.981,14.0,2.52,45 km Barat Kab. Bima-NTB,
861,2026-03-26,09:16:01,-8.17,117.8192,18.4,1.97,57 km TimurLaut Kab. Sumbawa-NTB,
862,2026-03-26,10:28:03,-8.21,117.69,10.0,2.17,43 km TimurLaut Kab. Sumbawa-NTB,
863,2026-03-26,11:33:38,-8.15,117.8748,22.6,2.54,63 km TimurLaut Kab. Sumbawa-NTB,
864,2026-03-26,12:37:47,-8.75,117.4605,10.0,1.75,29 km Selatan Kab. Sumbawa-NTB,
865,2026-03-26,13:18:51,-9.39,116.6729,34.4,2.57,72 km Selatan Kab. Sumbawa Barat-NTB,
866,2026-03-26,13:36:33,-8.18,117.6824,10.1,2.01,45 km TimurLaut Kab. Sumbawa-NTB,
867,2026-03-26,14:24:16,-9.94,116.7703,10.0,3.21,131 km Selatan Kab. Sumbawa Barat-NTB,
868,2026-03-26,14:49:29,-11.16,118.738,15.0,3.29,185 km BaratDaya Kab. Sumba Tengah-NTT,
870,2026-03-26,15:23:45,-10.38,118.2826,22.2,2.86,144 km BaratDaya Kab. Sumba Barat-NTT,
871,2026-03-26,15:58:12,-9.18,117.098,10.0,2.21,56 km Tenggara Kab. Sumbawa Barat-NTB,
872,2026-03-26,16:04:00,-8.13,117.6748,10.0,2.22,49 km TimurLaut Kab. Sumbawa-NTB,
874,2026-03-26,17:36:29,-7.95,117.9519,10.0,2.09,84 km TimurLaut Kab. Sumbawa-NTB,
875,2026-03-26,17:56:49,-8.68,119.2911,10.0,2.07,67 km Timur Kota Bima-NTB,
877,2026-03-26,18:27:50,-9.07,116.6376,10.0,2.05,40 km BaratDaya Kab. Sumbawa Barat-NTB,
878,2026-03-26,18:30:29,-8.06,117.7288,10.0,2.16,59 km TimurLaut Kab. Sumbawa-NTB,
879,2026-03-26,18:43:53,-8.25,117.7449,30.2,1.85,45 km TimurLaut Kab. Sumbawa-NTB,
